CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2023,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,135
2023,CA-505,Asian or Asian American,Alone,54
2023,CA-505,Asian or Asian American,In_Combination,27
2023,CA-505,"Black, African American or African",Alone,1249
2023,CA-505,"Black, African American or African",In_Combination,166
2023,CA-505,Hispanic/Latina/e/o,Alone,90
2023,CA-505,Hispanic/Latina/e/o,In_Combination,413
2023,CA-505,Native Hawaiian or Pacific Islander,Alone,53
2023,CA-505,Native Hawaiian or Pacific Islander,In_Combination,42
2023,CA-505,White,Alone,703
2023,CA-505,White,In_Combination,387
2023,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,36
2023,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,141
2023,CA-506,Asian or Asian American,Alone,34
2023,CA-506,Asian or Asian American,In_Combination,39
2023,CA-506,"Black, African American or African",Alone,212
2023,CA-506,"Black, African American or African",In_Combination,112
2023,CA-506,Hispanic/Latina/e/o,Alone,275
2023,CA-506,Hispanic/Latina/e/o,In_Combination,1856
2023,CA-506,Native Hawaiian or Pacific Islander,Alone,42
2023,CA-506,Native Hawaiian or Pacific Islander,In_Combination,48
2023,CA-506,White,Alone,706
2023,CA-506,White,In_Combination,1777
2023,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,28
2023,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,109
2023,CA-507,Asian or Asian American,Alone,32
2023,CA-507,Asian or Asian American,In_Combination,13
2023,CA-507,"Black, African American or African",Alone,370
2023,CA-507,"Black, African American or African",In_Combination,101
2023,CA-507,Hispanic/Latina/e/o,Alone,122
2023,CA-507,Hispanic/Latina/e/o,In_Combination,425
2023,CA-507,Native Hawaiian or Pacific Islander,Alone,12
2023,CA-507,Native Hawaiian or Pacific Islander,In_Combination,12
2023,CA-507,White,Alone,781
2023,CA-507,White,In_Combination,374
2023,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,21
2023,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,188
2023,CA-508,Asian or Asian American,Alone,*
2023,CA-508,Asian or Asian American,In_Combination,17
2023,CA-508,"Black, African American or African",Alone,73
2023,CA-508,"Black, African American or African",In_Combination,27
2023,CA-508,Hispanic/Latina/e/o,Alone,155
2023,CA-508,Hispanic/Latina/e/o,In_Combination,800
2023,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-508,Native Hawaiian or Pacific Islander,In_Combination,15
2023,CA-508,White,Alone,803
2023,CA-508,White,In_Combination,692
2023,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,144
2023,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,128
2023,CA-509,Asian or Asian American,Alone,*
2023,CA-509,Asian or Asian American,In_Combination,*
2023,CA-509,"Black, African American or African",Alone,37
2023,CA-509,"Black, African American or African",In_Combination,23
2023,CA-509,Hispanic/Latina/e/o,Alone,31
2023,CA-509,Hispanic/Latina/e/o,In_Combination,267
2023,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-509,White,Alone,880
2023,CA-509,White,In_Combination,284
2023,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,92
2023,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,419
2023,CA-510,Asian or Asian American,Alone,80
2023,CA-510,Asian or Asian American,In_Combination,95
2023,CA-510,"Black, African American or African",Alone,746
2023,CA-510,"Black, African American or African",In_Combination,354
2023,CA-510,Hispanic/Latina/e/o,Alone,527
2023,CA-510,Hispanic/Latina/e/o,In_Combination,2088
2023,CA-510,Native Hawaiian or Pacific Islander,Alone,57
2023,CA-510,Native Hawaiian or Pacific Islander,In_Combination,115
2023,CA-510,White,Alone,2436
2023,CA-510,White,In_Combination,2040
2023,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,66
2023,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,274
2023,CA-511,Asian or Asian American,Alone,220
2023,CA-511,Asian or Asian American,In_Combination,205
2023,CA-511,"Black, African American or African",Alone,2708
2023,CA-511,"Black, African American or African",In_Combination,626
2023,CA-511,Hispanic/Latina/e/o,Alone,644
2023,CA-511,Hispanic/Latina/e/o,In_Combination,2468
2023,CA-511,Native Hawaiian or Pacific Islander,Alone,64
2023,CA-511,Native Hawaiian or Pacific Islander,In_Combination,131
2023,CA-511,White,Alone,1816
2023,CA-511,White,In_Combination,2491
2023,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,25
2023,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,231
2023,CA-512,Asian or Asian American,Alone,190
2023,CA-512,Asian or Asian American,In_Combination,58
2023,CA-512,"Black, African American or African",Alone,714
2023,CA-512,"Black, African American or African",In_Combination,121
2023,CA-512,Hispanic/Latina/e/o,Alone,257
2023,CA-512,Hispanic/Latina/e/o,In_Combination,1811
2023,CA-512,Native Hawaiian or Pacific Islander,Alone,351
2023,CA-512,Native Hawaiian or Pacific Islander,In_Combination,47
2023,CA-512,White,Alone,1247
2023,CA-512,White,In_Combination,1630
2023,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,92
2023,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,205
2023,CA-513,Asian or Asian American,Alone,31
2023,CA-513,Asian or Asian American,In_Combination,16
2023,CA-513,"Black, African American or African",Alone,478
2023,CA-513,"Black, African American or African",In_Combination,100
2023,CA-513,Hispanic/Latina/e/o,Alone,428
2023,CA-513,Hispanic/Latina/e/o,In_Combination,2254
2023,CA-513,Native Hawaiian or Pacific Islander,Alone,20
2023,CA-513,Native Hawaiian or Pacific Islander,In_Combination,21
2023,CA-513,White,Alone,1469
2023,CA-513,White,In_Combination,2117
2023,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,257
2023,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,463
2023,CA-514,Asian or Asian American,Alone,300
2023,CA-514,Asian or Asian American,In_Combination,70
2023,CA-514,"Black, African American or African",Alone,2013
2023,CA-514,"Black, African American or African",In_Combination,354
2023,CA-514,Hispanic/Latina/e/o,Alone,1031
2023,CA-514,Hispanic/Latina/e/o,In_Combination,4487
2023,CA-514,Native Hawaiian or Pacific Islander,Alone,49
2023,CA-514,Native Hawaiian or Pacific Islander,In_Combination,61
2023,CA-514,White,Alone,2866
2023,CA-514,White,In_Combination,4191
2023,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,61
2023,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,123
2023,CA-515,Asian or Asian American,Alone,29
2023,CA-515,Asian or Asian American,In_Combination,38
2023,CA-515,"Black, African American or African",Alone,210
2023,CA-515,"Black, African American or African",In_Combination,97
2023,CA-515,Hispanic/Latina/e/o,Alone,58
2023,CA-515,Hispanic/Latina/e/o,In_Combination,402
2023,CA-515,Native Hawaiian or Pacific Islander,Alone,25
2023,CA-515,Native Hawaiian or Pacific Islander,In_Combination,43
2023,CA-515,White,Alone,1598
2023,CA-515,White,In_Combination,417
2023,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,153
2023,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,273
2023,CA-516,Asian or Asian American,Alone,17
2023,CA-516,Asian or Asian American,In_Combination,35
2023,CA-516,"Black, African American or African",Alone,59
2023,CA-516,"Black, African American or African",In_Combination,67
2023,CA-516,Hispanic/Latina/e/o,Alone,42
2023,CA-516,Hispanic/Latina/e/o,In_Combination,220
2023,CA-516,Native Hawaiian or Pacific Islander,Alone,11
2023,CA-516,Native Hawaiian or Pacific Islander,In_Combination,19
2023,CA-516,White,Alone,1658
2023,CA-516,White,In_Combination,452
2023,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,21
2023,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,90
2023,CA-517,Asian or Asian American,Alone,*
2023,CA-517,Asian or Asian American,In_Combination,*
2023,CA-517,"Black, African American or African",Alone,55
2023,CA-517,"Black, African American or African",In_Combination,31
2023,CA-517,Hispanic/Latina/e/o,Alone,51
2023,CA-517,Hispanic/Latina/e/o,In_Combination,361
2023,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-517,White,Alone,472
2023,CA-517,White,In_Combination,341
2023,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,15
2023,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,66
2023,CA-518,Asian or Asian American,Alone,32
2023,CA-518,Asian or Asian American,In_Combination,24
2023,CA-518,"Black, African American or African",Alone,594
2023,CA-518,"Black, African American or African",In_Combination,99
2023,CA-518,Hispanic/Latina/e/o,Alone,17
2023,CA-518,Hispanic/Latina/e/o,In_Combination,212
2023,CA-518,Native Hawaiian or Pacific Islander,Alone,20
2023,CA-518,Native Hawaiian or Pacific Islander,In_Combination,22
2023,CA-518,White,Alone,403
2023,CA-518,White,In_Combination,243
2023,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,145
2023,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,246
2023,CA-519,Asian or Asian American,Alone,48
2023,CA-519,Asian or Asian American,In_Combination,27
2023,CA-519,"Black, African American or African",Alone,267
2023,CA-519,"Black, African American or African",In_Combination,194
2023,CA-519,Hispanic/Latina/e/o,Alone,92
2023,CA-519,Hispanic/Latina/e/o,In_Combination,553
2023,CA-519,Native Hawaiian or Pacific Islander,Alone,24
2023,CA-519,Native Hawaiian or Pacific Islander,In_Combination,41
2023,CA-519,White,Alone,2587
2023,CA-519,White,In_Combination,725
2023,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,39
2023,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,117
2023,CA-520,Asian or Asian American,Alone,52
2023,CA-520,Asian or Asian American,In_Combination,30
2023,CA-520,"Black, African American or African",Alone,508
2023,CA-520,"Black, African American or African",In_Combination,162
2023,CA-520,Hispanic/Latina/e/o,Alone,186
2023,CA-520,Hispanic/Latina/e/o,In_Combination,1627
2023,CA-520,Native Hawaiian or Pacific Islander,Alone,19
2023,CA-520,Native Hawaiian or Pacific Islander,In_Combination,25
2023,CA-520,White,Alone,874
2023,CA-520,White,In_Combination,1581
2023,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,21
2023,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,50
2023,CA-521,Asian or Asian American,Alone,12
2023,CA-521,Asian or Asian American,In_Combination,12
2023,CA-521,"Black, African American or African",Alone,242
2023,CA-521,"Black, African American or African",In_Combination,47
2023,CA-521,Hispanic/Latina/e/o,Alone,111
2023,CA-521,Hispanic/Latina/e/o,In_Combination,374
2023,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-521,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-521,White,Alone,533
2023,CA-521,White,In_Combination,342
2023,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,275
2023,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,241
2023,CA-522,Asian or Asian American,Alone,12
2023,CA-522,Asian or Asian American,In_Combination,12
2023,CA-522,"Black, African American or African",Alone,107
2023,CA-522,"Black, African American or African",In_Combination,50
2023,CA-522,Hispanic/Latina/e/o,Alone,38
2023,CA-522,Hispanic/Latina/e/o,In_Combination,231
2023,CA-522,Native Hawaiian or Pacific Islander,Alone,17
2023,CA-522,Native Hawaiian or Pacific Islander,In_Combination,27
2023,CA-522,White,Alone,1672
2023,CA-522,White,In_Combination,329
2023,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,27
2023,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,20
2023,CA-523,Asian or Asian American,Alone,*
2023,CA-523,Asian or Asian American,In_Combination,*
2023,CA-523,"Black, African American or African",Alone,14
2023,CA-523,"Black, African American or African",In_Combination,19
2023,CA-523,Hispanic/Latina/e/o,Alone,32
2023,CA-523,Hispanic/Latina/e/o,In_Combination,144
2023,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-523,White,Alone,320
2023,CA-523,White,In_Combination,154
2023,CA-524,"American Indian, Alaska Native, or Indigenous",Alone,55
2023,CA-524,"American Indian, Alaska Native, or Indigenous",In_Combination,109
2023,CA-524,Asian or Asian American,Alone,36
2023,CA-524,Asian or Asian American,In_Combination,11
2023,CA-524,"Black, African American or African",Alone,278
2023,CA-524,"Black, African American or African",In_Combination,68
2023,CA-524,Hispanic/Latina/e/o,Alone,339
2023,CA-524,Hispanic/Latina/e/o,In_Combination,382
2023,CA-524,Native Hawaiian or Pacific Islander,Alone,16
2023,CA-524,Native Hawaiian or Pacific Islander,In_Combination,22
2023,CA-524,White,Alone,1705
2023,CA-524,White,In_Combination,436
2023,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,24
2023,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,20
2023,CA-525,Asian or Asian American,Alone,*
2023,CA-525,Asian or Asian American,In_Combination,*
2023,CA-525,"Black, African American or African",Alone,30
2023,CA-525,"Black, African American or African",In_Combination,*
2023,CA-525,Hispanic/Latina/e/o,Alone,14
2023,CA-525,Hispanic/Latina/e/o,In_Combination,71
2023,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-525,White,Alone,442
2023,CA-525,White,In_Combination,75
2023,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,20
2023,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,40
2023,CA-526,Asian or Asian American,Alone,*
2023,CA-526,Asian or Asian American,In_Combination,12
2023,CA-526,"Black, African American or African",Alone,28
2023,CA-526,"Black, African American or African",In_Combination,16
2023,CA-526,Hispanic/Latina/e/o,Alone,16
2023,CA-526,Hispanic/Latina/e/o,In_Combination,147
2023,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-526,Native Hawaiian or Pacific Islander,In_Combination,11
2023,CA-526,White,Alone,684
2023,CA-526,White,In_Combination,159
2023,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,16
2023,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,22
2023,CA-527,Asian or Asian American,Alone,*
2023,CA-527,Asian or Asian American,In_Combination,*
2023,CA-527,"Black, African American or African",Alone,*
2023,CA-527,"Black, African American or African",In_Combination,*
2023,CA-527,Hispanic/Latina/e/o,Alone,33
2023,CA-527,Hispanic/Latina/e/o,In_Combination,74
2023,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-527,White,Alone,479
2023,CA-527,White,In_Combination,84
2023,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,43
2023,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,36
2023,CA-529,Asian or Asian American,Alone,*
2023,CA-529,Asian or Asian American,In_Combination,*
2023,CA-529,"Black, African American or African",Alone,11
2023,CA-529,"Black, African American or African",In_Combination,*
2023,CA-529,Hispanic/Latina/e/o,Alone,16
2023,CA-529,Hispanic/Latina/e/o,In_Combination,61
2023,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-529,White,Alone,283
2023,CA-529,White,In_Combination,47
2023,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,31
2023,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,16
2023,CA-530,Asian or Asian American,Alone,*
2023,CA-530,Asian or Asian American,In_Combination,*
2023,CA-530,"Black, African American or African",Alone,*
2023,CA-530,"Black, African American or African",In_Combination,*
2023,CA-530,Hispanic/Latina/e/o,Alone,*
2023,CA-530,Hispanic/Latina/e/o,In_Combination,39
2023,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-530,White,Alone,49
2023,CA-530,White,In_Combination,34
2023,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,27
2023,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,48
2023,CA-531,Asian or Asian American,Alone,*
2023,CA-531,Asian or Asian American,In_Combination,13
2023,CA-531,"Black, African American or African",Alone,31
2023,CA-531,"Black, African American or African",In_Combination,13
2023,CA-531,Hispanic/Latina/e/o,Alone,25
2023,CA-531,Hispanic/Latina/e/o,In_Combination,102
2023,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-531,White,Alone,876
2023,CA-531,White,In_Combination,135
2023,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,585
2023,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1531
2023,CA-600,Asian or Asian American,Alone,1272
2023,CA-600,Asian or Asian American,In_Combination,334
2023,CA-600,"Black, African American or African",Alone,34384
2023,CA-600,"Black, African American or African",In_Combination,2444
2023,CA-600,Hispanic/Latina/e/o,Alone,10057
2023,CA-600,Hispanic/Latina/e/o,In_Combination,28039
2023,CA-600,Native Hawaiian or Pacific Islander,Alone,457
2023,CA-600,Native Hawaiian or Pacific Islander,In_Combination,543
2023,CA-600,White,Alone,18968
2023,CA-600,White,In_Combination,26233
2023,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,287
2023,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,695
2023,CA-601,Asian or Asian American,Alone,444
2023,CA-601,Asian or Asian American,In_Combination,256
2023,CA-601,"Black, African American or African",Alone,6182
2023,CA-601,"Black, African American or African",In_Combination,1402
2023,CA-601,Hispanic/Latina/e/o,Alone,1480
2023,CA-601,Hispanic/Latina/e/o,In_Combination,7846
2023,CA-601,Native Hawaiian or Pacific Islander,Alone,291
2023,CA-601,Native Hawaiian or Pacific Islander,In_Combination,364
2023,CA-601,White,Alone,8397
2023,CA-601,White,In_Combination,7047
2023,CA-602,"American Indian, Alaska Native, or Indigenous",Alone,150
2023,CA-602,"American Indian, Alaska Native, or Indigenous",In_Combination,664
2023,CA-602,Asian or Asian American,Alone,481
2023,CA-602,Asian or Asian American,In_Combination,165
2023,CA-602,"Black, African American or African",Alone,1831
2023,CA-602,"Black, African American or African",In_Combination,468
2023,CA-602,Hispanic/Latina/e/o,Alone,1317
2023,CA-602,Hispanic/Latina/e/o,In_Combination,7636
2023,CA-602,Native Hawaiian or Pacific Islander,Alone,205
2023,CA-602,Native Hawaiian or Pacific Islander,In_Combination,156
2023,CA-602,White,Alone,6609
2023,CA-602,White,In_Combination,7123
2023,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,59
2023,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,221
2023,CA-603,Asian or Asian American,Alone,43
2023,CA-603,Asian or Asian American,In_Combination,31
2023,CA-603,"Black, African American or African",Alone,296
2023,CA-603,"Black, African American or African",In_Combination,119
2023,CA-603,Hispanic/Latina/e/o,Alone,443
2023,CA-603,Hispanic/Latina/e/o,In_Combination,2096
2023,CA-603,Native Hawaiian or Pacific Islander,Alone,29
2023,CA-603,Native Hawaiian or Pacific Islander,In_Combination,35
2023,CA-603,White,Alone,1610
2023,CA-603,White,In_Combination,1999
2023,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,79
2023,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,216
2023,CA-604,Asian or Asian American,Alone,46
2023,CA-604,Asian or Asian American,In_Combination,31
2023,CA-604,"Black, African American or African",Alone,1714
2023,CA-604,"Black, African American or African",In_Combination,243
2023,CA-604,Hispanic/Latina/e/o,Alone,302
2023,CA-604,Hispanic/Latina/e/o,In_Combination,2842
2023,CA-604,Native Hawaiian or Pacific Islander,Alone,37
2023,CA-604,Native Hawaiian or Pacific Islander,In_Combination,42
2023,CA-604,White,Alone,2654
2023,CA-604,White,In_Combination,2788
2023,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,50
2023,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,122
2023,CA-606,Asian or Asian American,Alone,116
2023,CA-606,Asian or Asian American,In_Combination,32
2023,CA-606,"Black, African American or African",Alone,2424
2023,CA-606,"Black, African American or African",In_Combination,177
2023,CA-606,Hispanic/Latina/e/o,Alone,347
2023,CA-606,Hispanic/Latina/e/o,In_Combination,1301
2023,CA-606,Native Hawaiian or Pacific Islander,Alone,57
2023,CA-606,Native Hawaiian or Pacific Islander,In_Combination,30
2023,CA-606,White,Alone,1466
2023,CA-606,White,In_Combination,1207
2023,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,11
2023,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,26
2023,CA-607,Asian or Asian American,Alone,26
2023,CA-607,Asian or Asian American,In_Combination,*
2023,CA-607,"Black, African American or African",Alone,555
2023,CA-607,"Black, African American or African",In_Combination,50
2023,CA-607,Hispanic/Latina/e/o,Alone,91
2023,CA-607,Hispanic/Latina/e/o,In_Combination,454
2023,CA-607,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-607,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-607,White,Alone,287
2023,CA-607,White,In_Combination,429
2023,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,123
2023,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,261
2023,CA-608,Asian or Asian American,Alone,112
2023,CA-608,Asian or Asian American,In_Combination,52
2023,CA-608,"Black, African American or African",Alone,2804
2023,CA-608,"Black, African American or African",In_Combination,424
2023,CA-608,Hispanic/Latina/e/o,Alone,821
2023,CA-608,Hispanic/Latina/e/o,In_Combination,4325
2023,CA-608,Native Hawaiian or Pacific Islander,Alone,74
2023,CA-608,Native Hawaiian or Pacific Islander,In_Combination,57
2023,CA-608,White,Alone,3996
2023,CA-608,White,In_Combination,4114
2023,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,64
2023,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,177
2023,CA-609,Asian or Asian American,Alone,43
2023,CA-609,Asian or Asian American,In_Combination,38
2023,CA-609,"Black, African American or African",Alone,3403
2023,CA-609,"Black, African American or African",In_Combination,399
2023,CA-609,Hispanic/Latina/e/o,Alone,387
2023,CA-609,Hispanic/Latina/e/o,In_Combination,2907
2023,CA-609,Native Hawaiian or Pacific Islander,Alone,59
2023,CA-609,Native Hawaiian or Pacific Islander,In_Combination,33
2023,CA-609,White,Alone,1910
2023,CA-609,White,In_Combination,2691
2023,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,19
2023,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,88
2023,CA-611,Asian or Asian American,Alone,33
2023,CA-611,Asian or Asian American,In_Combination,12
2023,CA-611,"Black, African American or African",Alone,224
2023,CA-611,"Black, African American or African",In_Combination,65
2023,CA-611,Hispanic/Latina/e/o,Alone,154
2023,CA-611,Hispanic/Latina/e/o,In_Combination,1349
2023,CA-611,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-611,Native Hawaiian or Pacific Islander,In_Combination,22
2023,CA-611,White,Alone,1237
2023,CA-611,White,In_Combination,1377
2023,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,11
2023,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,14
2023,CA-612,Asian or Asian American,Alone,13
2023,CA-612,Asian or Asian American,In_Combination,*
2023,CA-612,"Black, African American or African",Alone,229
2023,CA-612,"Black, African American or African",In_Combination,16
2023,CA-612,Hispanic/Latina/e/o,Alone,48
2023,CA-612,Hispanic/Latina/e/o,In_Combination,240
2023,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2023,CA-612,White,Alone,295
2023,CA-612,White,In_Combination,231
2023,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2023,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2023,CA-613,Asian or Asian American,Alone,*
2023,CA-613,Asian or Asian American,In_Combination,*
2023,CA-613,"Black, African American or African",Alone,84
2023,CA-613,"Black, African American or African",In_Combination,30
2023,CA-613,Hispanic/Latina/e/o,Alone,201
2023,CA-613,Hispanic/Latina/e/o,In_Combination,1321
2023,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2023,CA-613,Native Hawaiian or Pacific Islander,In_Combination,11
2023,CA-613,White,Alone,131
2023,CA-613,White,In_Combination,1303
2023,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,32
2023,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,162
2023,CA-614,Asian or Asian American,Alone,23
2023,CA-614,Asian or Asian American,In_Combination,24
2023,CA-614,"Black, African American or African",Alone,146
2023,CA-614,"Black, African American or African",In_Combination,124
2023,CA-614,Hispanic/Latina/e/o,Alone,170
2023,CA-614,Hispanic/Latina/e/o,In_Combination,987
2023,CA-614,Native Hawaiian or Pacific Islander,Alone,16
2023,CA-614,Native Hawaiian or Pacific Islander,In_Combination,25
2023,CA-614,White,Alone,1528
2023,CA-614,White,In_Combination,994
2024,All,"American Indian, Alaska Native, or Indigenous",Alone,3853
2024,All,"American Indian, Alaska Native, or Indigenous",In_Combination,9036
2024,All,Asian or Asian American,Alone,5306
2024,All,Asian or Asian American,In_Combination,2336
2024,All,"Black, African American or African",Alone,75723
2024,All,"Black, African American or African",In_Combination,10820
2024,All,Hispanic/Latina/e/o,Alone,46116
2024,All,Hispanic/Latina/e/o,In_Combination,67125
2024,All,Middle Eastern or North African,Alone,1195
2024,All,Middle Eastern or North African,In_Combination,290
2024,All,Native Hawaiian or Pacific Islander,Alone,2811
2024,All,Native Hawaiian or Pacific Islander,In_Combination,2628
2024,All,White,Alone,79945
2024,All,White,In_Combination,62924
2024,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,205
2024,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,988
2024,CA-500,Asian or Asian American,Alone,599
2024,CA-500,Asian or Asian American,In_Combination,189
2024,CA-500,"Black, African American or African",Alone,1650
2024,CA-500,"Black, African American or African",In_Combination,527
2024,CA-500,Hispanic/Latina/e/o,Alone,2325
2024,CA-500,Hispanic/Latina/e/o,In_Combination,5782
2024,CA-500,Middle Eastern or North African,Alone,110
2024,CA-500,Middle Eastern or North African,In_Combination,12
2024,CA-500,Native Hawaiian or Pacific Islander,Alone,217
2024,CA-500,Native Hawaiian or Pacific Islander,In_Combination,217
2024,CA-500,White,Alone,2498
2024,CA-500,White,In_Combination,5023
2024,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,268
2024,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,1018
2024,CA-501,Asian or Asian American,Alone,707
2024,CA-501,Asian or Asian American,In_Combination,287
2024,CA-501,"Black, African American or African",Alone,6273
2024,CA-501,"Black, African American or African",In_Combination,1079
2024,CA-501,Hispanic/Latina/e/o,Alone,3328
2024,CA-501,Hispanic/Latina/e/o,In_Combination,3271
2024,CA-501,Middle Eastern or North African,Alone,135
2024,CA-501,Middle Eastern or North African,In_Combination,38
2024,CA-501,Native Hawaiian or Pacific Islander,Alone,349
2024,CA-501,Native Hawaiian or Pacific Islander,In_Combination,308
2024,CA-501,White,Alone,4010
2024,CA-501,White,In_Combination,2622
2024,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,188
2024,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,553
2024,CA-502,Asian or Asian American,Alone,327
2024,CA-502,Asian or Asian American,In_Combination,140
2024,CA-502,"Black, African American or African",Alone,6450
2024,CA-502,"Black, African American or African",In_Combination,796
2024,CA-502,Hispanic/Latina/e/o,Alone,1036
2024,CA-502,Hispanic/Latina/e/o,In_Combination,1654
